Name,Club,Position,Overall,Predicted Overall
P. Tomasik,WisÅa PÅock,LWB,63,62.899632331407766
N. Benedetti,Club AmÃ©rica,CAM,72,72.25662761930133
C. Alcaraz,Racing Club,CAM,67,67.10023590423864
21Â M. PuÅ¡iÄ,TSV 1860 MÃ¼nchen,CF,65,65.05599812553012
JosÃ© Crespo,PAOK,CB,72,72.61664751083839
E. Brophy,St. Mirren,CF,65,65.1842366188186
B. Dia,Villarreal CF,CF,77,77.10044377053906
C. Noone,Macarthur FC,RW,67,67.18728178260369
J. Duque,Club AtlÃ©tico de San Luis,CDM,74,73.9534107059035
J. Lowe,AFC Bournemouth,RW,70,69.95664282906776
A. Luna,Kerala Blasters FC,RW,65,65.31778221105272
T. Boyd,Ãaykur Rizespor,RW,72,71.7168740342249
P. Sontheimer,Viktoria KÃ¶ln,CM,67,67.09993955654579
B. Adjei-Boateng,CFR Cluj,CDM,66,65.2086749577912
Lucas Souza,APOEL Nicosia FC,CDM,71,70.89986335733045
J. DomÃ­nguez,Cruz Azul,CB,73,73.09972240017652
Fran Sol,SD Eibar,CF,73,73.49273566394571
J. Kitolano,Odds BK,RW,64,64.17946359396468
M. Udol,FC Metz,CB,70,70.92941283403768
T. Augello,U.C. Sampdoria,LB,72,72.93063908708507
C. HÃ©relle,Stade Brestois 29,CB,73,73.32973278065373
M. Senesi,Feyenoord,CB,79,79.65913286969473
T. Jedvaj,FC Lokomotiv Moscow,CB,73,73.21565952941219
D. Gayle,Newcastle United,CF,73,72.49286560029246
J. Knudsen,MalmÃ¶ FF,LB,69,69.06774843444931
20Â E. Pisano,Pisa,CB,67,68.32605749346554
21Â M. Å koda,Ãaykur Rizespor,CF,70,70.10032851874583
21Â CÃ©sar DÃ­az,C.D. CastellÃ³n,RW,66,66.33134416546675
T. Lumanza Lembi,StabÃ¦k Fotball,CM,65,65.21425427837632
L. Reed,Swindon Town,CM,64,63.66047878163671
21Â L. MacLeod,Plymouth Argyle,CM,65,64.89967692895033
D. Solanke,AFC Bournemouth,CF,73,73.00426134674915
Y. Touzghar,ESTAC Troyes,CF,72,71.76361209013945
M. Dolan,Newport County,CB,62,62.100186321025475
F. Lauenborg,Randers FC,CDM,64,64.34718231739058
J. Elez,Hajduk Split,CB,68,68.08352227585237
D. Diekmeier,SV Sandhausen,RWB,72,71.93927541077002
E. Hamilton,Accrington Stanley,CM,64,64.80235288330215
O. Skipp,Tottenham Hotspur,CDM,75,74.60224948083994
B. Gladwin,Swindon Town,CM,63,63.17429459509893
F. PanÃ¡k,AC Sparta Praha,CDM,68,68.89987598986185
D. Appiah,FC Nantes,RB,71,70.61203864320021
S. McLaughlin,Mansfield Town,LB,63,63.361295272883915
T. Guidara,VÃ©lez Sarsfield,RB,73,72.67704617445332
A. Karabec,AC Sparta Praha,CAM,71,70.66841288808354
P. McGinn,Hibernian,RB,67,66.64552079767067
21Â Ricardo Vaz TÃª,Portimonense SC,CF,68,68.0630268040778
A. Pereira,Rosenborg BK,LWB,67,66.06070503623292
Nouhou,Seattle Sounders FC,CB,68,69.07838291111803
K. Dowell,Norwich City,CAM,71,70.46310778001184
F. Meza,Club Necaxa,CB,73,73.10018231898994
Y. Ngbakoto,Panathinaikos FC,LW,71,70.81591639326683
L. Caicedo,New England Revolution,CDM,67,67.71949307184585
H. Keyta,Santa Clara,CF,68,68.26711064587539
M. Palacios,Pohang Steelers,RW,68,67.67820103896926
21Â Ãngel GarcÃ­a,WisÅa PÅock,LB,65,64.77114081409012
21Â Toribio,AD AlcorcÃ³n,CDM,67,67.24899489181252
C. Ronan,St. Mirren,CAM,65,65.27218267623562
20Â J. Mackie,Oxford United,CF,64,63.89999317300186
K. Dougall,Blackpool,CDM,67,66.20647930273617
JairÃ£o ZezÃ©,AtlÃ©tico Clube Goianiense,RW,71,70.90015706352429
I. Sissokho,FC Girondins de Bordeaux,CDM,69,67.67578152907363
C. O'Dowda,Bristol City,LW,70,69.58491009356395
Leandro DamiÃ£o,Kawasaki Frontale,CF,73,72.99374308441952
N. Hauptmann,1. FC KÃ¶ln,CAM,68,67.89987850180982
J. Delgado,FC PaÃ§os de Ferreira,RW,70,69.8503169613542
A. SchÃ¤fer,AC Milan,RW,68,70.71015520499179
HÃ©lder Costa,Valencia CF,RW,74,73.71685682213337
A. Almendra,Boca Juniors,CM,69,68.21771958834893
Carlos Ruiz,CD Tenerife,CB,68,68.04333980210858
Klauss,Standard de LiÃ¨ge,CF,72,72.45371647946011
J. Robinson,Sheffield United,CB,72,70.99912899155319
D. Nazarov,FC Erzgebirge Aue,RW,68,67.84475483276012
K. CastaÃ±eda,Deportivo Toluca,CAM,69,69.52080132531903
D. GÃ³mez,Deportivo Pasto,RB,68,67.66722017289591
J. Iglesias,Clermont Foot 63,CDM,69,68.97159728139852
Javi JimÃ©nez,MÃ¡laga CF,LB,69,69.75627692437305
A. Hartigan,AFC Wimbledon,CM,63,62.7640156285559
S. Gallagher,Blackburn Rovers,CF,69,68.89983122321004
B. Hrgota,SpVgg Greuther FÃ¼rth,CF,73,72.75683092234091
F. Aristeguieta,Puebla FC,CF,72,71.89989275252739
20Â T. Taguchi,JÃºbilo Iwata,CM,67,66.37038802563025
R. Watson,Tranmere Rovers,CAM,63,62.15636027859314
J. LÃ³pez,Racing Club,CAM,65,66.33873855140472
J. Bosch,FC Twente,CM,64,64.53145547841672
C. Atsu,Al Raed,LW,72,72.0702358053496
T. Bishop,Lincoln City,CAM,64,65.33520573851777
D. Limnios,FC Twente,CAM,70,69.97018576779772
JosuÃ© da Feira,Juventude,CF,71,71.12516277608574
J. Paterson,Swansea City,CAM,70,70.10015449635877
A. Masina,Watford,LB,74,72.75499276271277
Chema RodrÃ­guez,Getafe CF,CB,71,70.91310198887851
B. Sharp,Sheffield United,CF,72,72.10023559345112
V. Kravets,Real Sporting de GijÃ³n,LWB,69,68.85114192567788
S. Ricci,Empoli,CM,67,67.1436694013056
S. Spierings,Toulouse Football Club,CM,69,69.1000790762601
A. MitroviÄ,Fulham,CF,75,74.89977691614963
C. Brittain,Barnsley,RWB,70,69.49688589417694
S. FriÃ°jÃ³nsson,Viking FK,CM,64,64.73784287271717
Z. Vanheusden,Genoa,CB,74,73.53698921116764
C. CalderÃ³n,Club Deportivo Guadalajara,LB,70,69.48480613776786
Ãlex Sola,Real Sociedad B,RW,70,70.21082699615327
J. Izquierdo,Club Brugge KV,LW,72,71.89986223471853
E. Laird,Swansea City,RWB,67,67.71040686877514
M. Vulic,Crotone,CM,69,68.93557970792041
S. Boey,Galatasaray SK,RWB,71,69.96795663240451
N. Aguerd,Stade Rennais FC,CB,76,76.09982101143049
M. Thiam,Yukatel Kayserispor,CF,71,71.15706719349103
U. Jenssen,Willem II,CDM,67,67.09983181750025
B. Celina,Ipswich Town,CAM,71,71.21878828896496
21Â M. Byrne,Shelbourne FC,RB,60,61.10079966940093
19Â R. WÃ¼rtz,Aalborg BK,CB,65,65.85218899867819
M. BÄlaÈa,Universitatea Craiova,CB,69,68.33324370525536
A. Hunter,Salford City,LW,65,63.92758844348221
K. Bielik,Derby County,CDM,72,71.8999011378105
S. McLoughlin,Morecambe,RW,64,65.60922113928906
J. Trindade,Club AtlÃ©tico PeÃ±arol,CDM,70,69.89953091461892
Tan Long,Changchun Yatai FC,CF,67,67.40502097053954
L. Dunk,Brighton & Hove Albion,CB,78,77.89973817782509
21Â M. AkÃ©,Olympique de Marseille,RW,70,68.1894405763097
C. Robinson,West Bromwich Albion,CF,73,73.5491601792402
Tiago TomÃ¡s,Sporting CP,CF,74,72.84846884487582
L. Siligardi,Parma,RW,70,70.322259817756
21Â A. FernÃ¡ndez,Club Plaza de Deportes Colonia,CAM,65,65.16050780202727
Guilherme,Al Faisaly,RW,73,73.32322439016541
B. Omrani,CFR Cluj,CF,69,69.09622245111724
21Â B. PelÃ©,En Avant de Guingamp,RW,70,69.40938528024287
N. Eliasson,NÃ®mes Olympique,LW,73,73.09994396140999
G. Gil Romero,Club AtlÃ©tico Aldosivi,CDM,68,67.89974186424148
B. Goller,SV Darmstadt 98,RW,68,68.10022912757245
21Â L. Spendlhofer,SK Sturm Graz,CB,68,68.68103588989021
R. Kongolo,SC Heerenveen,CDM,69,68.08018188813955
G. Koomson,FK BodÃ¸/Glimt,RW,68,68.09256441660028
R. Williams,Western Sydney Wanderers,CB,70,69.925652944535
A. Chatzigiovanis,Panathinaikos FC,RW,71,71.31806014394105
Arthur Silva,Yokohama FC,CAM,64,64.38720257861263
D. Adeniran,Sheffield Wednesday,CDM,65,66.00130810070777
A. HaliloviÄ,Reading,CAM,70,70.10002050444471
Nascimentardo,CearÃ¡ Sporting Club,RW,70,70.0372606054892
W. Fofana,Leicester City,CB,78,77.89973677422476
21Â Welinton,BeÅiktaÅ JK,CB,74,73.89973225144153
J. Thompson,Stoke City,CM,67,66.89982896370095
Xavier,Estoril Praia,LW,70,69.9215358802676
16Â M. Klose,Lazio,CF,79,78.89985271518016
Marquinhos Cipriano,FC Sion,LWB,70,69.89975891096181
F. Moufi,Portimonense SC,RB,71,71.88750159320034
R. YalÃ§Ä±n,SC Paderborn 07,CDM,67,68.45390207422659
J. Rojas,CS Emelec,RW,67,66.25947025680394
C. Arcus,AJ Auxerre,RB,70,70.0443125472725
A. Schalk,Servette FC,LW,68,67.74114605972964
Willie,Club The Strongest,RW,69,69.38127991765116
Sergio LÃ³pez,FC Basel 1893,RB,67,67.5764244380634
C. Pinares,Altay SK,CAM,69,69.05052196807262
20Â S. Francis,AFC Bournemouth,CB,74,73.89972965949914
16Â J. Cole,Coventry City,CAM,71,70.96972790156165
D. Ward,Huddersfield Town,CF,67,66.89968833621757
G. Robail,Valenciennes FC,LW,68,67.77794810987827
A. Collins,Exeter City,CM,63,63.86958561968027
21Â A. Paloschi,SPAL,CF,72,71.97727465570276
R. Vilca,Doncaster Rovers,CAM,66,66.11304022069318
J. Ortiz,Arsenal de SarandÃ­,CDM,62,61.55682035103699
P. FilipoviÄ,LASK Linz,CB,69,69.10011369479736
T. Carroll,Ipswich Town,CM,67,66.85115452428221
A. Cervantes,Santos Laguna,CDM,71,70.49946963230477
L. Lingman,HJK Helsinki,CAM,65,66.55792971033864
21Â C. GuzmÃ¡n,Club Necaxa,RB,69,68.55538740644279
J. Benson,Barnsley,CM,64,64.13280721134416
Y. BÃ¡rcenas,CD LeganÃ©s,LW,70,69.27955080839878
E. Sabbi,Odense Boldklub,RW,69,68.89986060568901
C. Wright,Cheltenham Town,CAM,64,64.51942489904246
20Â T. Haye,ADO Den Haag,CAM,65,65.05521220044189
Lasure,Real Zaragoza,LB,69,68.0876798013915
A. Blomqvist,MjÃ¤llby AIF,CAM,63,63.15989137422565
C. Benteke,Crystal Palace,CF,75,74.65244998463882
D. Nedelcu,Fortuna DÃ¼sseldorf,CDM,68,67.68009248241083
J. Andersen,Crystal Palace,CB,77,77.20802693127942
21Â Diego Caballo,Albacete BP,LB,66,65.89984821103994
M. Schuster,SC Paderborn 07,CDM,67,67.67299046605125
T. Richards,Brighton & Hove Albion,CAM,66,65.03160606327238
Pedro Pereira,AC Monza,RWB,69,70.89391097243862
L. Gourna,AS Saint-Ãtienne,CDM,70,67.98572079977599
M. Bird,Derby County,CDM,69,67.07525687594651
Corpas,SD Eibar,RW,74,74.1584943280981
D. Linsmayer,FC Ingolstadt 04,CDM,68,67.89970106241032
Carlos FernÃ¡ndez,Real Sociedad,CF,75,75.1000334545286
S. Allan,Hibernian,CAM,66,66.07584200031758
21Â G. Berardi,Leeds United,CB,70,70.11690588383405
M. Besuschkow,SSV Jahn Regensburg,CM,69,68.89979963515593
JÃºlio Tavares,Al Faisaly,CF,74,73.89983723351348
Ãlvaro VÃ¡zquez,Kerala Blasters FC,CF,67,66.98348485644581
A. El Mahdioui,WisÅa KrakÃ³w,CM,66,66.2780095376157
S. Bertram,VfL OsnabrÃ¼ck,LW,63,63.22510433467305
A. Dante,SK Sturm Graz,LWB,68,67.72225019365922
JoÃ£o Amaral,Lech PoznaÅ,LW,69,69.84598585065962
RaÃºl,SC Braga,CB,74,74.09979976502697
P. Ghiglione,Genoa,RW,69,69.57339264141231
21Â C. Conway,St. Johnstone FC,RW,64,64.13703375344085
Park Chu Young,FC Seoul,CAM,66,66.10013706257371
F. Torres,Club AtlÃ©tico PeÃ±arol,CAM,73,72.311023995046
Alberto,CD Tenerife,CB,68,67.9002386868932
R. Kerrouche,USL Dunkerque,CDM,66,65.89981714478445
W. Kaptoum,New England Revolution,CAM,66,66.14879095649458
B. Henning,Eintracht Braunschweig,CDM,66,66.10331156426663
D. SÃ¡nchez,Tottenham Hotspur,CB,79,79.23929225605386
Juanma,CF Fuenlabrada,CB,71,71.09973638107695
N. Storm,KV Mechelen,LW,72,71.58115365840727
Nuno Reis,Melbourne City FC,CB,69,68.95332479233944
Yeom Ki Hun,Suwon Samsung Bluewings,CAM,66,66.10029805419579
T. Mauricio,FC Sochaux-MontbÃ©liard,CAM,70,70.10033627519468
Jeong Seung Won,Daegu FC,RW,68,67.2013483186622
R. Haynes,Newport County,LWB,65,64.89966708915676
19Â G. Herrera,Rosario Central,CF,68,67.58828256338008
20Â N. Bendtner,F.C. KÃ¸benhavn,CF,70,69.46248106232858
D. Huiberts,PEC Zwolle,CAM,65,66.28351792424235
Javi Lara,UD Ibiza,CAM,66,65.89973827805028
C. Connolly,Blackpool,CB,66,65.96533837086977
S. Sabelli,Genoa,RB,71,70.03513597991997
L. Wahlqvist,IFK NorrkÃ¶ping,CDM,67,68.06993328449187
M. Busi,Parma,RB,69,67.93116820480444
N. Neidhart,F.C. Hansa Rostock,RB,69,68.9002737862643
S. Boufal,Angers SCO,LW,74,73.89992612855856
21Â C. ThÃ©rÃ©au,Fiorentina,CF,69,69.65295075702775
21Â L. Diony,Angers SCO,CF,74,73.55804786074187
21Â F. ÄorÄeviÄ,Chievo Verona,CF,70,70.10035475087524
T. Ndenge,FC Luzern,CDM,65,65.38769390867029
K. Baccus,Western Sydney Wanderers,CDM,69,68.04583580898807
J. Lopez,Paris FC,LW,69,69.34655969812324
Y. Cahuzac,Racing Club de Lens,CDM,74,74.06365891653655
20Â F. Tolomello,Trapani,RB,62,61.899772243014
JoÃ£o Talocha,Gil Vicente FC,LB,73,74.268411712091
J. Guillemenot,FC St. Gallen 1879,RW,67,68.44863605294198
R. ManjarrÃ©s,Junior FC,CM,67,66.74108117411186
Y. Matsushita,Vegalta Sendai,LW,65,66.39575102906495
Yun Suk Young,Gangwon FC,LWB,62,62.887788578669756
L. Villar,Sport Huancayo,RB,65,65.12009285726897
D. Mandroiu,Shamrock Rovers,CAM,64,64.55095708108182
19Â K. RisgÃ¥rd,Aalborg BK,CAM,64,63.86166640495064
Y. Kayan,GÃ¶ztepe SK,CDM,67,67.10015489776343
FÃ¡bio Abreu,Al Batin,CF,75,75.21718762484639
M. Madsen,SK Slavia Praha,CM,68,67.89986329094063
M. Spielmann,BSC Young Boys,RW,69,69.34230304039467
J. Sanabria,Club AtlÃ©tico de San Luis,CAM,65,64.89407579533722
21Â Otegui,CA Osasuna,CM,66,67.38250708163532
S. Alexandropoulos,Panathinaikos FC,CDM,68,67.90026712664104
J. Babin,Real Sporting de GijÃ³n,CB,75,74.89971423498069
E. Orrantia,Santos Laguna,RB,67,67.35645788155094
S. Deli,Adana Demirspor,CB,75,75.10013997942094
E. Knudtzon,Molde FK,LW,64,64.53128307669854
Manu Molina,UD Ibiza,CM,67,66.90543930935065
O. Boussaid,FC Utrecht,RW,69,69.67077175250688
AbdÃ³n Prats,RCD Mallorca,CF,71,70.90021575442414
D. Dankerlui,FC Groningen,RWB,67,67.27949857152498
G. GonzÃ¡lez,Club AtlÃ©tico PeÃ±arol,RB,71,70.89970033735194
M. Nzola,Spezia,CF,73,72.72459825638573
J. Trasante,Club Nacional de Football,CDM,66,67.10649451782815
M. NiakhatÃ©,1. FSV Mainz 05,CB,76,76.09988767303247
20Â D. Perkins,Tranmere Rovers,CDM,65,65.0999717355519
J. Hugill,West Bromwich Albion,CF,70,69.86548111350302
20Â R. MazÃ¡Å,CD Tenerife,CDM,66,66.94147981658384
21Â S. Esposito,SPAL,CM,67,65.33212054328875
B. TourÃ©,AJ Auxerre,CDM,70,69.79050364256581
F. BÃ¸rsting,Aalborg BK,LWB,65,64.44147762934038
20Â S. Friede,SV Wehen Wiesbaden,CB,64,64.89223338254646
21Â S. McDonald,Western Sydney Wanderers,CAM,65,64.64401669421093
G. Felicioli,Venezia FC,LWB,66,65.71065164086046
H. Mbock,Stade Brestois 29,CM,67,66.0907147391942
N. Al Abed,Al Shabab,CAM,67,67.22910385811174
M. Konczkowski,Piast Gliwice,RB,67,67.10005804883461
21Â Edu Machado,Boavista FC,RWB,71,70.92425724660417
R. BoÅ¾enÃ­k,Fortuna DÃ¼sseldorf,CF,70,69.89355573758475
M. Luna Diale,UniÃ³n de Santa Fe,RW,68,67.90028632188441
20Â Jon Erice,Albacete BP,CDM,68,68.10021627926491
20Â Wellington Nem,Shakhtar Donetsk,CAM,71,70.51691521992774
G. SaÄlam,Willem II,CAM,66,65.89970888394693
19Â I. MoÄiniÄ,SK Rapid Wien,CDM,68,68.60823760948902
J. Toljan,U.S. Sassuolo Calcio,RB,73,72.90013394970738
S. Zwierschitz,FC Flyeralarm Admira,RB,67,66.89957964061729
V. Sierro,BSC Young Boys,CM,68,68.00251027368076
S. Sasaki,Sanfrecce Hiroshima,CB,71,71.43930484786985
Mansur,Santa Clara,LB,70,69.33238893322668
J. Insaurralde,Club AtlÃ©tico Independiente,CB,73,73.10017843291158
C. Lakin,Burton Albion,LW,62,64.23503845268637
N. Cozza,Montpellier HÃ©rault SC,CB,72,72.90807014806715
J. Doig,Hibernian,LB,66,64.42680651809442
21Â S. Vasilantonopoulos,AEK Athens,RB,69,67.4687770531546
B. Castillo,Barcelona Sporting Club,RB,73,72.89992245539585
M. El Hacen,Real Valladolid CF,CDM,68,69.51880577314581
Mollejo,CD Tenerife,LW,70,69.78902249123809
21Â S. Daham,FC Sochaux-MontbÃ©liard,RW,64,64.9378479253599
B. SoumarÃ©,Dijon FCO,CAM,67,66.49974029342263
D. Chambost,ESTAC Troyes,CAM,66,65.82531620154988
T. Abraham,Roma,CF,78,78.10040120603283
A. Andersson,Rosenborg BK,LB,66,66.7356392105626
E. Wahi,Montpellier HÃ©rault SC,CAM,70,70.23876404136013
J. BÃ¶rner,Hannover 96,CB,69,68.80414499711816
C. Aneke,Birmingham City,CF,67,66.63966894531254
S. Baptiste,Brentford,CAM,66,68.28683342513196
F. Soyalp,GaziÅehir Gaziantep F.K.,CAM,66,66.33800247881716
C. Ainley,Crewe Alexandra,CAM,64,64.67262390405106
D. Gazdag,Philadelphia Union,CAM,67,67.16158631462956
R. Leipertz,1. FC Heidenheim 1846,RW,68,67.90014395575253
21Â H. Robson-Kanu,West Bromwich Albion,CF,69,69.10032634781383
20Â E. Adebayor,Club Olimpia,CF,74,73.92063060758602
M. Al Kuwaykibi,Ettifaq FC,RW,71,70.83880135816415
T. Ãamdal,Adana Demirspor,RB,64,63.91972989471488
L. Cavallini,Vancouver Whitecaps FC,CF,72,72.09981558782344
K. Baccus,Kaizer Chiefs,CDM,67,66.47990380251325
H. Aiesh,IFK GÃ¶teborg,RW,68,67.94573269528726
21Â S. HakÅ¡abanoviÄ,IFK NorrkÃ¶ping,CAM,72,72.10031973239818
Ãlex Collado,FC Barcelona,CAM,67,67.10037106664532
C. Guy,Carlisle United,RWB,66,66.43380195355614
M. Opondo,Odense Boldklub,RW,64,64.74857915563206
A. Bruus,BrÃ¸ndby IF,RW,65,65.3449444326957
FÃ¡bio Vieira,FC Porto,CAM,72,72.10030514712773
N. Cordero,UniÃ³n de Santa Fe,CF,68,67.90030495286737
21Â M. Cuadra,Racing Club,CAM,68,69.65169172599718
FÃ¡bio Sturgeon,RakÃ³w CzÄstochowa,LW,67,66.98244234188368
L. Heredia,AtlÃ©tico TucumÃ¡n,RW,72,71.74559541902416
R. Broom,Plymouth Argyle,RW,64,64.96641039360925
A. Romagnoli,AC Milan,CB,82,82.10034014465572
O. Azubuike,Demir Grup Sivasspor,CDM,70,70.10012337589373
K. Dolly,Kaizer Chiefs,LW,68,68.25721095772076
K. Haraldseid,Molde FK,RB,65,64.45204162198459
Riki,Burgos CF,CAM,67,67.02526295409739
M. Szwoch,WisÅa PÅock,CAM,67,66.55247312469679
T. Lebeau,Chamois Niortais Football Club,CAM,63,63.18997954211303
I. Jome,Portland Timbers,LB,65,64.30743188920678
G. Hein,AJ Auxerre,CAM,68,67.89990527878595
21Â N. Dyer,Swansea City,RW,69,68.94146791819784
J. Riley,Carlisle United,RW,63,64.88822340791738
C. Jullien,Celtic,CB,75,75.09978769249976
L. Sadiku,KasimpaÅa SK,CDM,68,68.09979579561283
Anderson Lopes,Wuhan FC,CF,69,69.10010459482852
T. Oosting,AZ Alkmaar,CF,65,65.24467116663514
A. Clayton,Birmingham City,CDM,65,64.40961467598551
D. Selke,Hertha BSC,CF,71,71.41208969959997
G. GonzÃ¡lez,UniÃ³n de Santa Fe,CF,67,67.07514918149204
I. Aliseda,Chicago Fire Football Club,RW,72,71.53284748944247
E. MartÃ­nez,Club Nacional de Football,CDM,70,68.32540955314761
Tiago DjalÃ³,LOSC Lille,CB,74,73.90025247651414
L. Kappel,Altay SK,RW,71,71.10024609214875
A. May,Cambridge United,CM,63,63.15158522112997
G. Raspadori,U.S. Sassuolo Calcio,CF,74,74.10030783535716
L. Bell Bell,1. FC Magdeburg,LW,63,64.36609686675841
E. ÃztÃ¼mer,Fatih KaragÃ¼mrÃ¼k S.K.,CAM,66,66.10017129255847
17Â G. KristjÃ¡nsson,IK Start,CM,62,61.82191060586027
K. ZenÃ³n,UniÃ³n de Santa Fe,LW,69,69.10021217333568
F. Ricci,U.S. Sassuolo Calcio,RW,72,71.82719291955007
F. HenrÃ­quez,Club AtlÃ©tico HuracÃ¡n,CM,65,65.10004948569932
Marc Navarro,Watford,RB,72,70.58656295321619
MartÃ­n CalderÃ³n,CÃ¡diz CF,CAM,66,66.08137290283284
21Â Y. Leiva,Club Necaxa,RW,68,67.51355259664948
J. Agudelo,Minnesota United FC,CF,66,66.09960957893668
A. Adli,Bayer 04 Leverkusen,CAM,71,71.6397894087314
S. Owusu,Al Fayha,LW,69,68.92507113158389
Agus Medina,SD Ponferradina,CM,66,66.62044436385354
R. Teibert,Vancouver Whitecaps FC,CDM,66,66.1001822922526
D. McGeouch,Aberdeen,CM,65,64.8332285432247
Erik,Changchun Yatai FC,CF,72,71.89973737840563
W. Boly,Wolverhampton Wanderers,CB,79,78.90017196619507
G. AsÃ­s,Club AtlÃ©tico Independiente,RB,68,67.2146532343348
B. Atik,1. FC Magdeburg,CAM,69,68.89978049658966
I. DurmuÅ,Lechia GdaÅsk,LW,65,64.88125375659284
Lucas VerÃ­ssimo,SL Benfica,CB,79,78.92111297963066
20Â Lillo,CA Osasuna,CB,68,67.85219402490333
19Â S. Escudero,Ulsan Hyundai FC,CF,69,68.98644105018666
L. Musonda,ÅlÄsk WrocÅaw,RW,65,65.004543940878
T. Lowery,Crewe Alexandra,CAM,66,65.12974437092065
Dani GÃ³mez,Levante UniÃ³n Deportiva,CF,73,72.33373519042786
21Â J. Demetriou,Southend United,CDM,62,62.00605502425798
Sergi GÃ³mez,RCD Espanyol de Barcelona,CB,76,76.62589659252816
J. Gaspar,Grenoble Foot 38,RWB,67,67.3659782903592
B. Kraev,FC Midtjylland,CAM,69,68.72912017144476
Edu Bedia,FC Goa,CM,68,67.94970316290154
J. Thomassen,Sarpsborg 08 FF,LWB,67,66.93065375220479
21Â L. Necul,Arsenal de SarandÃ­,CAM,68,67.1537895331353
M. Shelton,Hartlepool United,CDM,62,62.86221480907166
L. Leroy,Montpellier HÃ©rault SC,CM,67,65.48339594638009
P. Ng,Cardiff City,RWB,70,69.51834764684318
T. BÃ¸rven,GaziÅehir Gaziantep F.K.,CF,71,70.62026793962355
20Â T. McMahon,Oxford United,RB,65,65.23314736106829
L. Capezzi,US Salernitana 1919,CM,67,67.18434499234618
F. Klos,DSC Arminia Bielefeld,CF,73,73.41981153230482
S. Floranus,Antalyaspor,RWB,67,66.76378307068408
R. Obermair,1. FC Magdeburg,RW,65,64.51986829108006
Y. Nakayama,PEC Zwolle,CDM,67,67.5787344102809
A. Andrade,DSC Arminia Bielefeld,CB,69,69.35164666886095
Jaume Grau,CA Osasuna,CDM,69,69.60060678112495
21Â G. Boyd,Salford City,CM,62,62.10007362261112
Roni Gameira,Club Athletico Paranaense,CF,74,73.89977809328362
21Â F. Diagne,Ä°ttifak Holding Konyaspor,CB,70,69.90882890366426
J. Davies,Wrexham AFC,CAM,61,61.71844900143246
D. CavarÃ©,FC Sion,CB,66,66.81553405323974
L. Openda,Vitesse,CF,71,71.25885428961399
18Â Ryan Mendes,Yukatel Kayserispor,RW,74,74.12990509529305
M. RodrÃ­guez,Altay SK,RW,69,68.70853249404999
H. Singh,Sandefjord Fotball,CM,64,63.59612303951099
Samu,FC Vizela,LW,71,70.91511741409869
S. Skytte,StabÃ¦k Fotball,CM,65,66.48038756871993
R. Jackson,Gillingham,RB,65,65.02773167476063
Han Seok Jong,Suwon Samsung Bluewings,CDM,69,68.4838748383365
M. Marshall,Crawley Town,RW,63,63.064268320364846
J. Vagnoman,Hamburger SV,RB,71,70.9002637707847
A. SigurÃ°sson,Venezia FC,CF,71,71.4693168166833
